Date,Region,Road_Type,Vehicle_Type,Vehicle_Count,Avg_Speed_kmph,Traffic_Density,Weather,Temperature_C,Humidity_%,Air_Quality_Index,Accidents_Reported,Signal_Delay_sec,Peak_Hour,Congestion_Level
05-07-2025,Central Zone,Urban,Bike,4595,54,0.44,Foggy,37,83,175,1,134,No,High
06-07-2025,South Zone,Rural,Bus,2502,21,0.46,Cloudy,21,75,156,2,203,Yes,High
07-07-2025,North Zone,Highway,Bus,2338,23,0.54,Sunny,27,68,112,5,272,Yes,High
08-07-2025,East Zone,Urban,Bus,3742,26,0.8,Sunny,23,67,60,3,108,Yes,High
09-07-2025,South Zone,Highway,Bus,2284,61,0.81,Foggy,35,62,198,3,74,Yes,Medium
10-07-2025,South Zone,Rural,Bike,3955,50,0.91,Cloudy,27,90,190,3,126,No,High
11-07-2025,Central Zone,Urban,Bus,4012,32,0.79,Foggy,20,44,110,4,95,Yes,High
12-07-2025,Central Zone,Highway,Car,2722,46,0.83,Cloudy,35,87,114,0,231,Yes,Medium
13-07-2025,East Zone,Rural,Bike,4426,59,0.53,Foggy,26,65,90,2,268,No,High
14-07-2025,North Zone,Highway,Car,4727,64,0.98,Foggy,24,72,68,2,217,No,High
15-07-2025,Central Zone,Highway,Bus,1563,59,0.62,Foggy,39,63,132,4,148,Yes,Low
16-07-2025,East Zone,Rural,Truck,4005,78,0.57,Foggy,20,83,195,4,181,No,High
17-07-2025,South Zone,Highway,Bus,1467,78,0.31,Foggy,34,64,136,2,119,Yes,Low
18-07-2025,East Zone,Rural,Car,1587,26,0.82,Cloudy,28,87,107,5,215,No,High
19-07-2025,North Zone,Rural,Bike,2909,36,0.56,Foggy,35,89,136,1,56,No,Medium
20-07-2025,Central Zone,Highway,Car,3656,63,0.75,Cloudy,21,67,176,0,258,No,High
21-07-2025,East Zone,Rural,Truck,3620,20,0.89,Sunny,28,62,136,1,165,No,High
22-07-2025,North Zone,Highway,Bike,2552,73,0.35,Sunny,23,71,150,5,262,Yes,Medium
23-07-2025,South Zone,Rural,Car,970,50,0.83,Cloudy,21,46,119,0,296,No,Low
24-07-2025,North Zone,Urban,Bike,4970,58,0.85,Foggy,30,81,125,2,275,No,High
25-07-2025,Central Zone,Rural,Bus,4477,35,0.78,Rainy,32,46,51,0,97,No,High
26-07-2025,Central Zone,Highway,Truck,2787,48,0.72,Rainy,37,52,152,4,79,Yes,Medium
27-07-2025,East Zone,Urban,Bus,3568,23,0.86,Rainy,39,88,127,3,292,Yes,High
28-07-2025,Central Zone,Urban,Bus,3316,58,0.33,Foggy,22,66,163,0,278,No,Medium
29-07-2025,South Zone,Rural,Bike,2123,37,0.93,Cloudy,27,56,127,0,105,No,Medium
30-07-2025,North Zone,Rural,Bus,4735,51,0.77,Foggy,21,45,101,3,64,Yes,High
31-07-2025,South Zone,Highway,Bike,4294,34,0.86,Rainy,26,48,141,1,115,No,High
01-08-2025,West Zone,Rural,Bike,2561,29,0.89,Foggy,32,76,184,0,191,Yes,High
02-08-2025,Central Zone,Rural,Bus,1925,20,0.85,Foggy,29,90,188,0,171,Yes,High
03-08-2025,West Zone,Highway,Bike,3594,28,0.44,Rainy,24,73,179,3,86,Yes,High
04-08-2025,West Zone,Urban,Car,2910,29,0.54,Sunny,22,40,175,5,88,No,High
05-08-2025,East Zone,Highway,Bus,4510,71,0.88,Cloudy,26,72,158,3,70,No,High
06-08-2025,Central Zone,Rural,Bus,3451,77,0.9,Rainy,34,44,66,5,153,No,Medium
07-08-2025,Central Zone,Urban,Bus,1385,80,0.35,Cloudy,26,79,72,1,222,Yes,Low
08-08-2025,West Zone,Highway,Bus,1427,31,0.77,Foggy,20,63,83,5,259,No,Low
09-08-2025,West Zone,Highway,Bike,2602,56,0.8,Sunny,36,47,138,5,294,Yes,Medium
10-08-2025,South Zone,Rural,Car,3542,80,0.92,Rainy,23,48,77,2,261,No,High
11-08-2025,East Zone,Urban,Bus,4680,25,0.52,Cloudy,40,88,180,3,84,Yes,High
12-08-2025,South Zone,Highway,Bike,3755,58,0.92,Sunny,39,56,170,4,119,Yes,High
13-08-2025,Central Zone,Rural,Bike,2380,56,0.92,Cloudy,34,52,155,0,144,No,Medium
14-08-2025,Central Zone,Rural,Car,1250,61,0.49,Rainy,34,65,124,1,128,Yes,Low
15-08-2025,North Zone,Highway,Bus,2580,54,0.47,Foggy,27,44,63,4,136,No,Medium
16-08-2025,Central Zone,Rural,Bike,4892,67,0.69,Sunny,20,63,164,4,104,Yes,High
17-08-2025,North Zone,Highway,Car,1197,57,0.44,Cloudy,22,74,194,4,175,Yes,Low
18-08-2025,North Zone,Urban,Bus,2161,71,0.77,Rainy,20,54,132,5,201,No,Medium
19-08-2025,Central Zone,Highway,Bike,3459,49,0.43,Sunny,36,58,90,0,100,Yes,Medium
20-08-2025,North Zone,Rural,Car,2116,29,0.65,Cloudy,21,81,62,3,36,No,High
21-08-2025,South Zone,Highway,Bike,4309,32,0.87,Cloudy,27,73,191,0,132,Yes,High
22-08-2025,South Zone,Urban,Bike,4862,44,0.46,Cloudy,38,40,64,1,80,No,High
23-08-2025,North Zone,Highway,Bus,4016,54,0.73,Rainy,23,83,146,2,194,Yes,High
24-08-2025,East Zone,Highway,Bus,4481,49,0.93,Sunny,38,80,76,3,80,No,High
25-08-2025,North Zone,Urban,Truck,3082,48,0.54,Cloudy,23,52,194,2,252,Yes,Medium
26-08-2025,Central Zone,Highway,Car,1452,40,0.36,Sunny,20,44,149,5,190,No,Low
27-08-2025,East Zone,Rural,Truck,1135,71,0.63,Rainy,39,51,57,1,284,Yes,Low
28-08-2025,North Zone,Urban,Truck,2672,69,0.34,Sunny,28,90,154,1,125,No,Medium
29-08-2025,West Zone,Rural,Bus,1980,72,0.74,Rainy,22,68,184,4,275,Yes,Medium
30-08-2025,Central Zone,Highway,Car,2915,49,0.91,Foggy,28,64,96,5,172,Yes,Medium
31-08-2025,West Zone,Rural,Bike,4451,66,0.63,Rainy,25,57,87,0,214,No,High
01-09-2025,South Zone,Urban,Bus,2208,55,0.9,Cloudy,36,56,192,4,209,Yes,Medium
02-09-2025,South Zone,Rural,Bus,4819,20,0.98,Cloudy,33,71,153,4,40,Yes,High
03-09-2025,West Zone,Urban,Bus,3438,31,0.36,Sunny,28,75,66,3,128,No,Medium
04-09-2025,Central Zone,Rural,Truck,3598,29,0.54,Sunny,23,90,177,5,46,Yes,High
05-09-2025,West Zone,Highway,Bus,4297,34,0.98,Rainy,34,40,162,2,193,Yes,High
06-09-2025,Central Zone,Rural,Bike,2144,79,0.62,Sunny,35,49,161,1,142,No,Medium
07-09-2025,Central Zone,Urban,Car,2862,44,0.58,Sunny,30,80,150,0,228,No,Medium
08-09-2025,West Zone,Rural,Truck,4488,70,0.43,Sunny,29,61,104,3,159,Yes,High
09-09-2025,South Zone,Urban,Bus,1585,51,0.71,Rainy,28,77,137,4,77,No,Low
10-09-2025,West Zone,Highway,Bus,1668,22,0.36,Foggy,38,85,183,3,83,No,High
11-09-2025,South Zone,Urban,Bus,3172,56,0.57,Cloudy,26,47,89,4,33,No,Medium
12-09-2025,South Zone,Highway,Car,4493,75,0.59,Foggy,40,88,58,0,153,Yes,High
13-09-2025,South Zone,Rural,Car,2080,45,0.59,Cloudy,31,88,148,1,203,Yes,Medium
14-09-2025,East Zone,Urban,Truck,1908,58,0.32,Cloudy,33,79,171,5,293,No,Medium
15-09-2025,North Zone,Highway,Bike,4872,80,0.43,Sunny,21,56,66,4,289,Yes,High
16-09-2025,West Zone,Rural,Car,4271,55,0.8,Foggy,31,56,187,0,40,Yes,High
17-09-2025,West Zone,Highway,Car,2184,39,0.58,Rainy,40,57,169,3,185,Yes,Medium
18-09-2025,West Zone,Rural,Truck,2104,78,0.58,Foggy,30,81,75,2,93,No,Medium
19-09-2025,North Zone,Highway,Truck,4908,62,0.61,Sunny,29,45,153,1,36,No,High
20-09-2025,North Zone,Urban,Car,1430,38,0.79,Rainy,28,81,59,3,64,Yes,Low
21-09-2025,Central Zone,Highway,Bike,3337,24,0.55,Foggy,27,45,104,0,225,Yes,High
22-09-2025,West Zone,Urban,Bus,3651,23,0.74,Rainy,30,46,116,5,166,No,High
23-09-2025,North Zone,Rural,Truck,2353,68,0.38,Rainy,33,76,121,1,97,Yes,Medium
24-09-2025,West Zone,Urban,Car,2022,64,0.31,Sunny,32,78,163,1,159,Yes,Medium
25-09-2025,Central Zone,Rural,Car,4782,55,0.78,Sunny,26,68,185,5,98,Yes,High
26-09-2025,West Zone,Urban,Bus,4929,69,0.58,Sunny,32,41,113,2,266,No,High
27-09-2025,East Zone,Highway,Bike,2882,49,0.78,Foggy,39,69,181,0,212,Yes,Medium
28-09-2025,East Zone,Urban,Bike,4457,31,0.69,Rainy,23,57,165,2,253,No,High
29-09-2025,East Zone,Rural,Car,2073,47,0.6,Cloudy,21,61,132,2,182,Yes,Medium
30-09-2025,East Zone,Highway,Car,3448,35,0.96,Foggy,21,43,140,3,276,No,Medium
01-10-2025,East Zone,Highway,Bike,4085,60,0.79,Rainy,32,77,155,5,209,Yes,High
02-10-2025,Central Zone,Urban,Bike,1783,43,1,Cloudy,35,83,62,1,101,Yes,Low
03-10-2025,Central Zone,Highway,Bike,1903,53,0.57,Cloudy,21,52,162,5,148,Yes,Medium
04-10-2025,East Zone,Highway,Truck,2039,55,0.33,Cloudy,20,52,64,2,102,No,Medium
05-10-2025,East Zone,Urban,Truck,3766,62,0.76,Foggy,24,59,107,1,86,No,High
06-10-2025,North Zone,Rural,Truck,3315,78,0.49,Foggy,33,74,63,5,154,No,Medium
07-10-2025,South Zone,Highway,Bike,3636,58,0.78,Foggy,22,44,100,5,82,No,High
08-10-2025,South Zone,Urban,Car,4319,71,0.94,Foggy,36,85,150,2,194,Yes,High
09-10-2025,East Zone,Highway,Car,1299,23,0.71,Sunny,24,58,113,1,127,No,High
10-10-2025,East Zone,Urban,Bike,4166,37,0.75,Foggy,36,78,106,3,65,No,High
11-10-2025,South Zone,Rural,Bike,4280,23,0.84,Rainy,37,43,152,4,273,Yes,High
12-10-2025,South Zone,Urban,Car,2147,76,0.38,Rainy,30,43,170,4,115,Yes,Medium
13-10-2025,West Zone,Highway,Bike,4047,58,0.72,Foggy,30,68,134,1,139,No,High
14-10-2025,Central Zone,Urban,Bike,3171,76,0.36,Cloudy,38,89,129,3,239,Yes,Medium
15-10-2025,Central Zone,Urban,Bike,3914,54,0.98,Sunny,28,40,85,3,113,Yes,High
16-10-2025,North Zone,Urban,Truck,995,60,0.76,Foggy,32,63,100,1,183,No,Low
17-10-2025,Central Zone,Urban,Bike,4917,40,0.39,Foggy,33,71,142,1,254,Yes,High
18-10-2025,Central Zone,Rural,Bike,2767,71,0.5,Sunny,34,84,181,4,253,Yes,Medium
19-10-2025,North Zone,Highway,Car,1645,45,0.67,Sunny,31,70,188,4,236,Yes,Low
20-10-2025,Central Zone,Rural,Truck,4823,47,0.7,Rainy,39,83,134,1,276,No,High
21-10-2025,West Zone,Highway,Bike,940,53,0.66,Rainy,32,78,190,5,176,No,Low
22-10-2025,South Zone,Rural,Car,3344,79,0.72,Foggy,22,48,142,5,46,Yes,Medium
23-10-2025,South Zone,Rural,Car,4814,65,0.3,Foggy,34,59,107,5,182,No,High
24-10-2025,East Zone,Urban,Car,4470,50,0.33,Foggy,25,73,79,3,259,Yes,High
25-10-2025,West Zone,Urban,Car,1393,66,0.83,Cloudy,24,61,128,4,256,Yes,Low
26-10-2025,East Zone,Highway,Bus,4764,48,1,Cloudy,40,54,138,4,137,No,High
27-10-2025,South Zone,Urban,Bus,3002,44,0.34,Cloudy,38,40,121,5,153,Yes,Medium
28-10-2025,East Zone,Urban,Bike,2178,28,0.95,Cloudy,31,62,67,2,116,No,High
29-10-2025,North Zone,Highway,Truck,3053,47,0.76,Cloudy,26,44,109,3,33,Yes,Medium
30-10-2025,North Zone,Rural,Truck,880,62,0.61,Cloudy,34,64,183,3,61,No,Low
31-10-2025,West Zone,Highway,Bus,4964,59,0.66,Rainy,27,53,187,1,288,No,High
01-11-2025,South Zone,Highway,Truck,1841,36,0.65,Rainy,35,85,88,3,73,No,Medium
02-11-2025,West Zone,Highway,Car,2964,54,0.39,Sunny,34,82,158,4,266,No,Medium
03-11-2025,Central Zone,Urban,Bike,3433,23,0.4,Foggy,27,86,83,5,220,Yes,High
04-11-2025,North Zone,Urban,Bus,3160,46,0.33,Foggy,34,58,118,2,166,Yes,Medium
05-11-2025,Central Zone,Rural,Bus,3650,44,0.92,Cloudy,29,90,81,4,37,Yes,High
06-11-2025,North Zone,Urban,Bus,1644,21,0.98,Rainy,34,56,158,3,157,Yes,High
07-11-2025,South Zone,Rural,Bus,2407,63,0.33,Rainy,20,86,111,5,51,Yes,Medium
08-11-2025,East Zone,Highway,Bus,4418,56,0.56,Cloudy,32,53,108,2,123,Yes,High
09-11-2025,East Zone,Rural,Truck,3010,47,0.63,Foggy,33,50,106,2,103,Yes,Medium
10-11-2025,North Zone,Highway,Bike,2835,56,0.49,Foggy,25,89,123,2,39,Yes,Medium
11-11-2025,Central Zone,Rural,Truck,2590,73,0.94,Cloudy,25,74,53,2,67,No,Medium
12-11-2025,East Zone,Rural,Truck,4303,40,0.69,Rainy,24,83,169,3,263,Yes,High
13-11-2025,Central Zone,Highway,Bus,1198,36,0.64,Sunny,37,55,160,5,41,No,Low
14-11-2025,Central Zone,Urban,Bus,1827,21,0.67,Foggy,37,62,81,2,47,No,High
15-11-2025,North Zone,Urban,Bus,3888,37,0.34,Rainy,34,44,79,2,218,No,High
16-11-2025,West Zone,Highway,Truck,4962,80,0.65,Rainy,39,85,187,4,232,No,High
17-11-2025,West Zone,Highway,Bike,4014,41,0.39,Sunny,21,63,101,1,198,Yes,High
18-11-2025,West Zone,Urban,Car,1578,53,0.51,Sunny,34,42,155,2,159,No,Low
19-11-2025,South Zone,Urban,Car,4343,22,0.88,Foggy,33,87,75,1,272,Yes,High
20-11-2025,Central Zone,Highway,Bus,3655,59,0.9,Sunny,22,51,166,0,195,Yes,High
21-11-2025,East Zone,Rural,Truck,2156,21,0.66,Sunny,36,73,199,3,222,Yes,High
22-11-2025,West Zone,Rural,Bike,4810,46,0.55,Rainy,33,42,60,4,223,Yes,High
23-11-2025,East Zone,Highway,Car,4117,39,0.37,Foggy,22,66,99,5,228,No,High
24-11-2025,East Zone,Rural,Truck,3762,61,0.85,Rainy,28,90,166,2,281,Yes,High
25-11-2025,East Zone,Highway,Car,3322,71,0.36,Foggy,37,62,170,5,144,Yes,Medium
26-11-2025,South Zone,Rural,Bus,3963,75,0.83,Rainy,22,59,91,5,80,Yes,High
27-11-2025,West Zone,Rural,Truck,3865,26,0.61,Sunny,20,41,66,5,149,Yes,High
28-11-2025,West Zone,Urban,Bike,4746,23,0.71,Foggy,20,42,60,4,295,No,High
29-11-2025,North Zone,Highway,Bus,1080,71,0.77,Rainy,29,47,138,1,51,Yes,Low
30-11-2025,North Zone,Rural,Bike,1195,53,0.91,Rainy,26,85,121,0,199,Yes,Low
01-12-2025,Central Zone,Rural,Truck,3254,20,0.33,Cloudy,33,85,140,1,138,No,High
02-12-2025,North Zone,Urban,Bike,1344,75,0.62,Foggy,31,44,175,4,34,Yes,Low
03-12-2025,South Zone,Rural,Bike,1875,77,0.97,Cloudy,35,80,60,5,57,Yes,Medium
04-12-2025,West Zone,Highway,Car,4894,21,0.77,Rainy,33,80,178,1,56,Yes,High
05-12-2025,Central Zone,Urban,Car,1159,36,0.65,Cloudy,40,87,167,2,276,No,Low
06-12-2025,North Zone,Rural,Bike,4692,43,0.65,Cloudy,26,82,56,1,104,Yes,High
07-12-2025,East Zone,Urban,Truck,3687,72,0.58,Cloudy,29,59,100,4,298,No,High
08-12-2025,North Zone,Rural,Car,4409,59,0.71,Cloudy,28,64,174,0,231,Yes,High
09-12-2025,West Zone,Rural,Car,2401,65,0.32,Cloudy,34,68,115,5,41,Yes,Medium
10-12-2025,East Zone,Urban,Bike,4940,26,0.78,Foggy,40,68,60,5,247,No,High
11-12-2025,North Zone,Rural,Bus,2715,72,0.46,Rainy,39,46,104,0,123,Yes,Medium
12-12-2025,North Zone,Highway,Bus,934,30,0.98,Rainy,22,51,168,4,238,No,Low
13-12-2025,West Zone,Urban,Truck,3027,31,0.6,Sunny,38,47,190,1,250,Yes,Medium
14-12-2025,West Zone,Rural,Car,1390,22,0.43,Foggy,37,45,88,4,110,No,High
15-12-2025,East Zone,Rural,Bike,2618,20,0.67,Foggy,24,42,116,1,233,Yes,High
16-12-2025,South Zone,Rural,Truck,2722,38,0.9,Foggy,20,53,94,0,167,No,Medium
17-12-2025,South Zone,Highway,Bus,1206,44,0.36,Rainy,40,59,141,2,239,Yes,Low
18-12-2025,West Zone,Urban,Bus,1755,78,0.57,Sunny,38,56,66,1,66,No,Low
19-12-2025,North Zone,Urban,Car,1696,64,0.65,Foggy,24,54,194,2,118,Yes,Low
20-12-2025,East Zone,Urban,Car,3003,52,0.47,Foggy,29,76,171,1,32,Yes,Medium
21-12-2025,Central Zone,Urban,Bike,1150,79,0.63,Sunny,29,42,198,5,196,Yes,Low
22-12-2025,North Zone,Highway,Bus,1940,57,0.9,Cloudy,40,80,90,3,117,No,Medium
23-12-2025,West Zone,Urban,Bike,4922,20,0.72,Cloudy,20,60,183,2,119,No,High
24-12-2025,South Zone,Highway,Bus,3879,75,0.52,Cloudy,27,88,165,4,186,Yes,High
25-12-2025,Central Zone,Highway,Bike,4015,43,0.87,Foggy,33,51,103,5,139,No,High
26-12-2025,East Zone,Highway,Truck,2385,27,0.83,Cloudy,21,69,55,2,186,Yes,High
27-12-2025,West Zone,Urban,Bike,2003,44,0.64,Foggy,32,44,163,3,273,No,Medium
28-12-2025,Central Zone,Urban,Bike,1336,46,0.88,Rainy,39,69,79,0,84,No,Low
29-12-2025,Central Zone,Highway,Bus,1834,69,0.46,Rainy,20,40,175,0,215,No,Medium
30-12-2025,Central Zone,Highway,Bus,2167,52,0.66,Foggy,22,44,124,3,63,Yes,Medium
31-12-2025,North Zone,Urban,Truck,2938,41,0.51,Cloudy,35,83,183,0,124,No,Medium
01-01-2025,Central Zone,Highway,Bus,1950,27,0.31,Rainy,40,72,193,3,89,No,High
02-01-2025,Central Zone,Urban,Car,2752,71,0.52,Foggy,39,69,57,2,165,No,Medium
03-01-2025,Central Zone,Urban,Car,2555,79,0.95,Sunny,22,55,111,1,39,No,Medium
04-01-2025,West Zone,Rural,Truck,1271,71,0.77,Cloudy,40,82,57,5,263,Yes,Low
05-01-2025,East Zone,Rural,Bike,2105,49,0.35,Sunny,36,72,146,4,63,No,Medium
06-01-2025,North Zone,Highway,Bus,3092,66,0.68,Sunny,23,41,142,1,141,Yes,Medium
07-01-2025,North Zone,Rural,Truck,1341,62,0.91,Sunny,33,70,184,2,42,Yes,Low
08-01-2025,Central Zone,Urban,Bike,4661,40,0.31,Sunny,22,63,197,3,188,No,High
09-01-2025,South Zone,Highway,Truck,4442,64,0.96,Foggy,34,50,172,0,281,No,High
10-01-2025,West Zone,Urban,Bus,4524,52,0.74,Rainy,29,44,196,1,198,Yes,High
11-01-2025,Central Zone,Highway,Truck,4075,30,0.32,Rainy,29,74,142,0,214,No,High
12-01-2025,East Zone,Urban,Bus,4219,22,0.85,Sunny,26,75,152,0,130,No,High
13-01-2025,Central Zone,Rural,Bike,3688,31,0.39,Foggy,37,41,200,1,183,Yes,High
14-01-2025,East Zone,Rural,Bike,3343,69,0.74,Sunny,23,55,127,5,55,No,Medium
15-01-2025,West Zone,Highway,Truck,2778,32,0.55,Rainy,39,82,185,3,220,No,Medium
16-01-2025,West Zone,Urban,Bike,3375,34,0.95,Rainy,40,45,65,0,116,No,Medium
17-01-2025,Central Zone,Urban,Truck,1584,46,0.82,Cloudy,20,65,167,2,30,No,Low
18-01-2025,West Zone,Rural,Truck,1880,60,0.66,Foggy,33,77,154,0,78,No,Medium
19-01-2025,South Zone,Highway,Bike,2588,54,0.79,Foggy,35,43,126,3,101,No,Medium
20-01-2025,West Zone,Rural,Bike,976,62,0.83,Cloudy,39,79,55,0,49,Yes,Low
21-01-2025,Central Zone,Highway,Car,1724,42,0.53,Cloudy,37,68,106,1,79,Yes,Low
22-01-2025,East Zone,Highway,Bus,4047,41,0.91,Cloudy,28,66,130,0,193,Yes,High
23-01-2025,North Zone,Rural,Bus,1562,61,0.84,Foggy,38,63,192,3,46,No,Low
24-01-2025,West Zone,Urban,Truck,4308,45,0.83,Rainy,39,84,63,5,154,No,High
25-01-2025,South Zone,Rural,Bike,3094,73,0.73,Cloudy,28,44,128,2,287,Yes,Medium
26-01-2025,West Zone,Highway,Truck,3067,31,0.41,Foggy,40,43,195,3,198,No,Medium
27-01-2025,South Zone,Urban,Car,1855,78,0.36,Rainy,37,75,156,2,112,No,Medium
28-01-2025,Central Zone,Rural,Bike,4638,76,0.66,Sunny,32,77,58,0,194,No,High
29-01-2025,Central Zone,Urban,Truck,4081,26,0.57,Sunny,29,79,156,2,209,No,High
30-01-2025,East Zone,Rural,Bus,3552,60,0.39,Sunny,33,65,188,3,300,Yes,High
31-01-2025,South Zone,Rural,Car,2156,76,0.55,Sunny,40,60,162,1,247,Yes,Medium
01-02-2025,South Zone,Urban,Truck,3732,79,0.59,Rainy,23,55,196,3,34,Yes,High
02-02-2025,East Zone,Highway,Truck,2813,69,0.83,Rainy,32,88,107,5,267,Yes,Medium
03-02-2025,North Zone,Urban,Car,2266,66,0.34,Cloudy,25,65,198,5,98,No,Medium
04-02-2025,South Zone,Urban,Truck,1887,25,0.93,Sunny,33,44,196,3,165,No,High
05-02-2025,North Zone,Urban,Bus,3661,22,0.66,Cloudy,29,48,198,5,253,No,High
06-02-2025,Central Zone,Urban,Car,4836,48,0.51,Rainy,32,45,100,1,194,No,High
07-02-2025,East Zone,Urban,Truck,1690,29,0.64,Cloudy,33,74,187,2,170,No,High
08-02-2025,South Zone,Highway,Bike,3755,56,0.35,Foggy,39,81,150,1,201,Yes,High
09-02-2025,South Zone,Urban,Car,2003,37,0.3,Cloudy,33,55,171,2,102,No,Medium
10-02-2025,Central Zone,Urban,Truck,3837,53,0.43,Sunny,25,56,141,2,121,Yes,High
11-02-2025,East Zone,Urban,Bus,3401,59,0.88,Foggy,28,79,126,0,293,No,Medium
12-02-2025,South Zone,Urban,Bike,2465,36,0.33,Foggy,28,68,58,4,207,Yes,Medium
13-02-2025,West Zone,Rural,Truck,4797,27,0.6,Rainy,21,60,152,5,104,Yes,High
14-02-2025,East Zone,Urban,Car,2879,31,0.9,Rainy,31,75,138,1,195,No,Medium
15-02-2025,North Zone,Rural,Bike,3946,33,0.49,Foggy,20,44,169,2,183,No,High
16-02-2025,West Zone,Highway,Bus,4886,30,0.75,Sunny,28,58,176,5,272,No,High
17-02-2025,West Zone,Urban,Bike,4951,62,0.78,Rainy,35,51,192,4,191,Yes,High
18-02-2025,South Zone,Highway,Car,926,74,0.63,Sunny,21,68,122,1,209,No,Low
19-02-2025,Central Zone,Rural,Bus,1819,43,0.83,Rainy,24,56,170,1,299,No,Medium
20-02-2025,Central Zone,Urban,Bus,2224,58,0.5,Cloudy,28,88,137,1,232,No,Medium
21-02-2025,Central Zone,Rural,Bike,3985,32,0.58,Cloudy,35,56,186,2,156,Yes,High
22-02-2025,East Zone,Highway,Bike,4848,51,0.58,Sunny,32,49,101,1,246,Yes,High
23-02-2025,Central Zone,Highway,Bus,2077,30,0.6,Cloudy,32,48,163,1,139,Yes,Medium
24-02-2025,North Zone,Rural,Bike,1450,49,0.37,Sunny,40,46,89,3,148,No,Low
25-02-2025,West Zone,Rural,Bike,1961,43,0.68,Rainy,24,82,113,2,83,No,Medium
26-02-2025,West Zone,Urban,Bus,3674,63,0.61,Sunny,31,87,184,0,127,Yes,High
27-02-2025,West Zone,Rural,Bus,1720,20,0.97,Foggy,38,80,131,3,221,No,High
28-02-2025,North Zone,Urban,Truck,3472,72,0.47,Cloudy,39,52,162,5,148,No,Medium
01-03-2025,South Zone,Rural,Bus,3045,40,0.71,Foggy,24,73,124,2,87,Yes,Medium
02-03-2025,East Zone,Highway,Bike,3460,37,0.99,Rainy,30,73,114,0,258,Yes,Medium
03-03-2025,North Zone,Highway,Car,3760,73,0.5,Foggy,21,66,63,1,212,Yes,High
04-03-2025,East Zone,Highway,Bus,3379,43,0.72,Cloudy,27,48,178,2,298,Yes,Medium
05-03-2025,North Zone,Highway,Bike,3456,70,0.6,Cloudy,20,52,172,1,36,No,Medium
06-03-2025,Central Zone,Rural,Truck,3202,31,0.48,Foggy,29,44,76,4,150,No,Medium
07-03-2025,West Zone,Rural,Car,3813,57,0.31,Rainy,28,79,112,0,91,Yes,High
08-03-2025,West Zone,Highway,Bus,1815,28,0.96,Sunny,31,47,143,3,279,Yes,High
09-03-2025,North Zone,Highway,Car,2097,41,0.56,Rainy,22,53,120,0,228,No,Medium
10-03-2025,West Zone,Highway,Car,1222,51,0.38,Sunny,40,60,162,3,282,No,Low
11-03-2025,West Zone,Rural,Bike,2496,44,0.48,Sunny,37,42,87,1,290,Yes,Medium
12-03-2025,Central Zone,Urban,Bike,3653,32,0.76,Cloudy,28,88,153,0,294,Yes,High
13-03-2025,South Zone,Urban,Bus,1859,40,0.51,Cloudy,37,67,103,2,94,Yes,Medium
14-03-2025,Central Zone,Highway,Bike,1290,70,0.41,Foggy,24,43,74,2,41,Yes,Low
15-03-2025,Central Zone,Urban,Truck,4057,77,0.78,Foggy,36,53,64,0,196,No,High
16-03-2025,Central Zone,Rural,Bus,3105,22,0.46,Rainy,27,49,133,5,130,No,High
17-03-2025,East Zone,Urban,Truck,3214,72,0.61,Rainy,23,63,56,4,32,Yes,Medium
18-03-2025,East Zone,Urban,Truck,3356,43,0.41,Sunny,31,48,76,2,120,No,Medium
19-03-2025,South Zone,Rural,Bus,2636,57,0.48,Rainy,23,77,81,1,39,Yes,Medium
20-03-2025,North Zone,Rural,Truck,2946,28,0.64,Rainy,40,87,130,2,151,No,High
21-03-2025,North Zone,Highway,Truck,4671,55,0.53,Sunny,30,66,90,3,32,No,High
22-03-2025,South Zone,Highway,Bus,1928,42,0.72,Foggy,32,60,181,0,299,No,Medium
23-03-2025,North Zone,Urban,Car,1777,46,0.81,Cloudy,34,74,106,5,243,No,Low
24-03-2025,West Zone,Urban,Bus,4697,60,0.63,Foggy,23,43,194,1,219,Yes,High
25-03-2025,West Zone,Rural,Car,2533,64,0.42,Foggy,25,57,115,4,245,Yes,Medium
26-03-2025,West Zone,Highway,Car,3788,77,0.98,Rainy,32,54,80,1,242,No,High
27-03-2025,South Zone,Highway,Truck,3190,68,0.53,Sunny,31,47,124,2,67,Yes,Medium
28-03-2025,North Zone,Highway,Bike,4259,65,0.64,Foggy,38,70,54,3,178,No,High
29-03-2025,West Zone,Highway,Truck,1212,22,0.31,Sunny,32,85,86,5,150,No,High
30-03-2025,South Zone,Urban,Car,4597,30,0.97,Sunny,22,42,188,0,51,No,High
31-03-2025,East Zone,Highway,Car,1623,42,0.9,Cloudy,30,48,63,5,71,No,Low
01-04-2025,West Zone,Rural,Bike,3743,59,0.53,Cloudy,26,89,58,0,147,Yes,High
02-04-2025,South Zone,Urban,Bike,2695,61,0.41,Sunny,39,46,104,4,214,Yes,Medium
03-04-2025,South Zone,Highway,Bus,2887,66,0.83,Rainy,35,78,105,0,111,Yes,Medium
04-04-2025,South Zone,Highway,Car,3541,50,1,Rainy,25,42,53,1,142,No,High
05-04-2025,East Zone,Urban,Truck,3152,59,0.95,Sunny,39,86,94,4,286,Yes,Medium
06-04-2025,East Zone,Urban,Truck,2577,76,0.53,Rainy,34,46,193,3,259,No,Medium
07-04-2025,South Zone,Urban,Bike,3980,51,0.92,Cloudy,37,41,140,4,128,No,High
